,mean_residual,std_residual,max_residual,min_residual,rmse
0.00821918,-1.3492293702041833e-18,0.00012552436038317479,0.00024174820546009855,-0.00017876165192050666,0.00012552436038317479
0.02465753,7.322349502812493e-06,0.0002983086487538903,0.00044520523817555974,-0.0005730559808501366,0.00029839850321945863
0.04657534,1.0748657616067357e-05,0.0004951900578358398,0.0008275547601567391,-0.00072628752139315,0.0004953066999546945
0.06575342,9.759870142485405e-06,0.0004547101022268083,0.0008257274094274104,-0.0006704169154513398,0.0004548148327971644
0.08493151,7.5227079767762965e-06,0.0004639175493994467,0.0007522879347621886,-0.0007366082513986724,0.00046397853805547076
0.10410959,5.859840098466473e-06,0.0004296724798517559,0.0007399239027451494,-0.0003717982456287183,0.00042971243601731753
0.12328767,7.5253987125141875e-06,0.0005286774019764254,0.0009463337221187057,-0.0004857401814549883,0.0005287309589822836
0.20000000,2.014297371922928e-06,0.0003585378279498715,0.0006198598771554598,-0.0004004041553459792,0.0003585434861560229
0.27671233,5.770720277494574e-06,0.0006859760402868529,0.001167250111031845,-0.000588979277816537,0.0006860003127259863
0.35342466,5.684282764616133e-06,0.0006979640769946396,0.0011837535768842028,-0.000881521879458752,0.0006979872232681107
0.44931507,1.5654153730365605e-06,0.0008721192164193037,0.0011165552773528958,-0.0014096232912273743,0.0008721206213438084
0.52602740,2.8380118268996257e-06,0.0007295766495862237,0.0012499605905178512,-0.0005935099546555966,0.0007295821694179409
0.69863014,4.4850212815722434e-06,0.0016038145831011328,0.001990028271118105,-0.0028187674191267886,0.0016038208542052807
0.77534247,5.1041450753265745e-06,0.0018860796317239175,0.002574743022559167,-0.003143477129057562,0.0018860865381791947
0.94794521,7.669216699983186e-06,0.0016151200918292647,0.002820111527863975,-0.002745891789914884,0.0016151382999345177
1.19452055,5.51415275877945e-06,0.004342489898416703,0.006782317782102615,-0.007418626300443959,0.0043424933993883915
1.69589041,-6.564193633096238e-14,0.008268803307098097,0.014036491783993299,-0.013409542660432122,0.008268803307098097
1.77260274,-5.366887489977046e-14,0.008558793119912735,0.014631430341888602,-0.01392118322310823,0.008558793119912735
2.19178082,5.2779677033225934e-05,0.010129737222421513,0.01778161328320063,-0.016320260389218993,0.010129874722306274
2.69315068,2.7227656638341623e-05,0.016290015543491798,0.028593027820881328,-0.02562178221729139,0.016290038298067022
