,original,mean,std,cv,norm_range
a,0.001867456886145253,0.001336087437747366,0.0009598826559796019,0.7184280226434561,1.7124353030237827
b,0.033445146867593346,0.0346048789587614,0.0015853981553666573,0.045814295644726125,0.20384879318211546
rho,-0.9999949966997322,-0.9521728022515188,0.08999353571110938,0.09451386922448281,0.29027217584535486
m,-0.011477202998053292,-0.009119931358025269,0.012756209814112313,1.3987177439539857,4.284253943902047
sigma,0.19317731153965925,0.199709417460595,0.02585968029153997,0.12948653408716884,0.48766591084974137
