,mean_residual,std_residual,max_residual,min_residual,rmse
0.01643836,-1.0037293173199808e-06,6.658259070066939e-05,0.00011643671545685016,-8.810681391350703e-05,6.659015585621731e-05
0.03835616,3.961561985172028e-05,0.00035135813130191234,0.0007644156169706613,-0.000405712737425689,0.0003535844082651381
0.05753425,1.417544588713768e-05,0.0003097461504460561,0.00047373769994617926,-0.0004134137202249817,0.000310070348440882
0.07671233,2.2702072993296863e-05,0.00031414642943228017,0.0005077558011606226,-0.00042004026756126134,0.0003149656540692073
0.09589041,1.8285053664055667e-05,0.0002748794810254574,0.000516705631387733,-0.0002833022287233415,0.00027548697297026986
0.11506849,1.570732695403252e-05,0.00038553382896565607,0.0007130706503056042,-0.0003608895153374564,0.00038585366837307723
0.13424658,3.1101212290792725e-05,0.0004155734491688356,0.0005855999765967436,-0.0005664056406032396,0.00041673562009988984
0.19178082,2.2236190901480952e-05,0.0005388229887208033,0.0008806598147039352,-0.0006715893678935492,0.0005392816160039446
0.26849315,9.928928038110962e-06,0.0003655399704374334,0.0006311830098523069,-0.0003699923099445418,0.0003656747921300916
0.34520548,1.8645152136887088e-05,0.0004344527697502832,0.0007258380101074074,-0.00038680390206793924,0.00043485267716998155
0.44109589,1.4154933228266095e-05,0.0006726791447362239,0.0012260791314213232,-0.0006337566106350279,0.0006728280567111885
0.51780822,1.3217419657736032e-05,0.0006119118206162806,0.0010772432043367614,-0.0005709517613292914,0.0006120545534446582
0.69041096,2.8822005480183543e-06,0.0004216264573444497,0.0008644836540949441,-0.00043129403478062156,0.0004216363084612497
0.76712329,1.7707314006792534e-05,0.0007032823880194257,0.001111075852049087,-0.0006771200256119048,0.0007035052709593874
0.93972603,3.17520361985818e-06,0.0006245917176873983,0.0007996008190000042,-0.0010955337569478196,0.0006245997884419449
1.18630137,1.598755050890091e-05,0.0009620436656622317,0.0012737231528304471,-0.0015684946286548818,0.0009621764996153764
1.68767123,-8.086805942109088e-07,0.0010583254544938316,0.0022080778186261973,-0.0015920921653516107,0.0010583257634556
1.76438356,1.2613377038712365e-06,0.0010432054194914097,0.0019890333204060917,-0.0017409196850853292,0.0010432061820316496
2.18356164,-3.753853845688456e-06,0.0004836663745700195,0.0007543584356566879,-0.0006830412973803934,0.0004836809416427333
2.68493151,0.00032355181314604783,0.004701920375599057,0.009179498744650988,-0.006462234237034903,0.004713039464534927
