,original,mean,std,cv,norm_range
a,1.0000000000000104e-05,1.0000000000000172e-05,1.7347764147282416e-19,1.734776414728212e-14,6.064755902340727e-14
b,0.05503132031848003,0.055078307529588,0.00035269752808760735,0.006403565104068216,0.024252870175513072
rho,-0.49443980095703516,-0.4944084556880125,0.0002790250240184714,0.0005643613510415872,0.001744138847595911
m,0.005964361755164473,0.005563867057800797,0.002268144722804606,0.4076561677771511,1.5723397026990906
sigma,0.14906676463169102,0.14901757904179022,0.001241474512343243,0.008331060807229233,0.03549503412688485
