,original,mean,std,cv,norm_range
a,0.00170744201486428,0.001314610881841394,0.0009281900313347496,0.7060568599847742,1.716163732056959
b,0.03372767606713056,0.03459900898467745,0.0018603864254919233,0.05376993388208939,0.24793907303568988
rho,-0.9928578763630518,-0.9421885100340586,0.10554767089062285,0.11202394188272098,0.4039854159990738
m,-0.011891924414740851,-0.005258908753177449,0.012728308613702258,2.4203326604615025,4.051077058758616
sigma,0.1967583712700403,0.1968872677194668,0.024827724510367574,0.1261012192304032,0.4025432787414711
