Maturity,rmse,mae,max_abs_error,r_squared,atm_rmse,atm_bias,left_wing_rmse,right_wing_rmse,wing_asymmetry,arbitrage_risk,min_calendar_diff,has_calendar_arbitrage,calendar_arbitrage_severity
0.00821918,0.0001257757265239966,0.0001011425762141006,0.000232314613367127,0.9997404199360623,9.768132426532029e-05,-2.1164581809750455e-05,0.00014232218346996002,,,0,,False,
0.02465753,0.0003018663798983231,0.00025342525059454744,0.0005624428037771662,0.9994397632231394,0.00031250030070722345,-0.00012448795084622454,0.00020144059046335808,,,0,0.003785027901823503,False,0.0
0.04657534,0.0004967990945713898,0.0004169005801098143,0.0008300410515860845,0.9985316377036689,0.0003950371906426089,-0.00019002065813054914,0.0005774826780232975,,,0,0.0033239784396914586,False,0.0
0.06575342,0.000457131845052768,0.00038115652736356754,0.0008242429492869401,0.9994351931176111,0.0004278002737640022,-0.00035836250605952163,0.00031838440003398235,,,0,0.005551767637416235,False,0.0
0.08493151,0.00046663874303953616,0.00039687161496728844,0.0007414500998844352,0.9994436728893449,0.0004925408509476325,-0.0003800529314128773,0.0002468685973747447,,,0,0.0026029382986280693,False,0.0
0.10410959,0.0004568642439342721,0.0003720554131994851,0.0008493101674328096,0.9993669129087794,0.0002531987129065914,-0.0002174379058278277,0.0005704487508407354,,,0,0.0015248369417463388,False,0.0
0.12328767,0.0005543323856803147,0.00047627306387553213,0.0009528569391602099,0.9993660909749479,0.0003227730033633474,-0.00026712365431374313,0.0007353085474577569,,,0,0.00215898393493354,False,0.0
0.20000000,0.0003589943872427174,0.00029862316729112933,0.0006224380451816114,0.9996324263852716,0.0002461604573225437,-0.00016858065891020338,0.000473259471410207,,,0,0.0066141374391751745,False,0.0
0.27671233,0.000688506294469498,0.000601916070856523,0.0012120711158557645,0.9992974101033627,0.00039888090489927265,-0.00038847397916885393,0.0009488772342895009,,,0,0.00744937791854754,False,0.0
0.35342466,0.0007016368847862482,0.0006371439489214212,0.001201072007621956,0.9993601947956403,0.0006230879290406195,-0.00019135281251980255,0.0009743238170012212,,,0,0.008349220516459178,False,0.0
0.44931507,0.000880509387534702,0.0007396023186666426,0.001597396854226829,0.9980659026807264,0.0011363504436309234,-0.0008866017142911756,0.0004048761161800486,,,0,0.008207074737010003,False,0.0
0.52602740,0.0009481400968707971,0.0008398809199534162,0.0017128038252944289,0.9989755675569132,0.0007095944232199055,-0.000709567100162109,0.0014361888361718444,,,0,0.006652111794642937,False,0.0
0.69863014,0.0012943952569302935,0.0009109456525609817,0.0026020854218169326,0.9964435077297846,0.0006820843017753353,-0.0006082245519503926,0.00016204095969954684,,,0,0.010342964651616493,False,0.0
0.77534247,0.0015405050137296285,0.001010751256999759,0.003330285692509899,0.995233984014544,0.0007508277314701721,-0.000698907922245369,4.357262001492595e-05,,,0,0.005874639641117868,False,0.0
0.94794521,0.0008808227401998782,0.0008229666055306993,0.001289241004373054,0.9992390517364395,0.001054459542619901,-0.001054459542619901,0.0009324002620972849,,,0,0.01014157260887312,False,0.0
1.19452055,0.004193851568419849,0.0028478899279390617,0.008026810441393056,0.9803662820741159,0.005028923413954935,-0.001721157967326914,0.00040760813363253354,,,0,0.020963918147777705,False,0.0
1.69589041,0.00816967942298047,0.006363745842120138,0.014338361197905186,0.93175826440389,0.011071391292013889,-0.0030368384117745173,0.0029594875389680037,,,0,0.04199657526671907,False,0.0
1.77260274,0.008402974732040073,0.0063859584931459275,0.015408213117981323,0.9317398256197151,0.011311396413949825,-0.003832576607227578,0.002234098192499251,,,0,0.002037717761005975,False,0.0
2.19178082,0.0096409933561308,0.007541989315100175,0.018545656154324824,0.9313166823488527,0.003142232535719186,0.003142232535719186,0.004718182178432586,,,0,0.012384044783629256,False,0.0
2.69315068,0.015738526774029732,0.012283067942061247,0.029672188898774793,0.879023800304144,0.006663346719536001,0.006663346719536001,0.006019156117148233,,,0,0.014214914377746468,False,0.0
