,mean_residual,std_residual,max_residual,min_residual,rmse
0.01643836,3.9210953887112987e-07,6.645294509201183e-05,0.00012032509158889631,-9.136452240124729e-05,6.645410191472316e-05
0.03835616,0.009200623089723347,7.596559007440349e-05,0.009285914645820854,0.009054384290240986,0.00920093669199097
0.05753425,0.006323583201532387,0.00020204515017549967,0.006726374712193908,0.006108535519853055,0.006326810155948417
0.07671233,0.008277171760916854,0.0001875424715770856,0.008625283714560252,0.00806306514775968,0.00827929613785886
0.09589041,0.00922710342562039,0.00018973573222988346,0.009502089518224385,0.008902422299113144,0.009229053975093026
0.11506849,0.012631527172297697,0.00023107530227142015,0.013021439847132485,0.012278243166092405,0.012633640587725096
0.13424658,0.014291084878433623,0.0002385316634331289,0.014743566977572342,0.013949817199846594,0.014293075398844515
0.19178082,0.013929856135411603,0.0003086801591209856,0.014417016054494775,0.013431085480759185,0.013933275831400855
0.26849315,0.013107647987268304,0.000248135257278434,0.013544391678652637,0.01280568535805933,0.01310999644790354
0.34520548,0.010428005559540996,0.00038386133286737867,0.011095532014387413,0.01009767155336272,0.010435068254337803
0.44109589,0.00804144853188409,0.0006703711983927497,0.00921420845328541,0.007414913731050049,0.008069342726305244
0.51780822,0.008374129090956613,0.0006100546133625753,0.009412230013434456,0.007822410069636201,0.008396320900447457
0.69041096,0.004797044210004681,0.00042085192590001814,0.005644191260844839,0.004393367162156825,0.0048154698105452995
0.76712329,2.800308773081731e-06,0.0007017020104252186,0.001090380022345988,-0.0006985285891007165,0.0007017075980520791
0.93972603,6.578754028369974e-07,0.0006237855450637026,0.0008322411681039588,-0.0010842271762442485,0.0006237858919777411
1.18630137,1.7132759867633657e-06,0.0009609929478142265,0.0012964121848436233,-0.0015857459331115875,0.0009609944750430586
1.68767123,0.0,0.0010260996545408349,0.0020035621906003276,-0.0016957553186272567,0.0010260996545408349
1.76438356,1.586032892321652e-17,0.00098584757137125,0.0017290279103870099,-0.0019037905353285756,0.00098584757137125
2.18356164,-4.625929269271485e-18,0.00018566747432680107,0.00027461588150892724,-0.00034755403234995597,0.00018566747432680107
2.68493151,0.027736503913084364,0.002537614602836024,0.03091353895183363,0.022516479382709398,0.02785234527276062
