,original,mean,std,cv,norm_range
a,2.3713492931807293e-08,8.137291067729223e-06,3.4964788196570436e-05,4.296858488352886,6770.071696889904
b,0.041346920558654875,0.04147523081703429,0.001053090486181348,0.025390828825691148,0.09153045940868622
rho,-0.6201488395486293,-0.6236485434492851,0.07624191353489981,0.1222514096051918,0.48424989419609044
m,-0.008244133771666821,-0.010055858118443464,0.011396137781205242,1.1332834698914027,5.576320807938684
sigma,0.1686243335676842,0.1695704029939566,0.011273471325215443,0.06648254132896779,0.264393399170194
