,maturity,prev_maturity,a_change,a_rel_change,b_change,b_rel_change,rho_change,rho_rel_change,m_change,m_rel_change,sigma_change,sigma_rel_change,param_stability
0,0.038356164383561646,0.01643835616438356,0.009199846910694599,387958.32132999244,0.025560175686018767,0.6181881344647909,-0.37985075485921693,-0.6125154650546286,-0.11283778870018688,-13.687040000246505,0.09836302424723425,0.583326392852739,387958.3215728442
1,0.057534246575342465,0.038356164383561646,-0.002876891973516164,-0.31271004680788445,0.01286071104066408,0.19221744422495243,0.05069778586491225,0.05069780642754475,-0.002501291480607723,-0.020657844123586365,0.05030340231243935,0.1884111769341183,0.4162101691850655
2,0.07671232876712329,0.057534246575342465,0.0019537415389339835,0.30899069044405797,0.0028013273773218744,0.03511852052421644,-0.016478901575969318,-0.017358969958418687,0.0067595707591013715,0.054696512114513915,0.024166231601131405,0.07616430932760629,0.32527311840323847
3,0.0958904109589041,0.07671232876712329,0.0009499990609099177,0.11477965173970868,-0.0012972766248924572,-0.015711399062041123,0.015383737115208573,0.0159288096707943,0.038218328475205635,0.327145494101299,0.003991991204517098,0.011691051292607137,0.3476144394046561
4,0.11506849315068493,0.0958904109589041,0.0034041786784712504,0.3689478986023275,0.006690228696723463,0.0823191306099401,-0.049601642282441016,-0.05219044640438705,-0.030369089833151744,-0.38634906484431136,0.03299878325023392,0.09552433175533027,0.5513740397468085
5,0.13424657534246576,0.11506849315068493,0.0016597355178563193,0.1314028129423332,0.004660655831973448,0.05298482567883385,9.042914250745326e-08,9.042926772611402e-08,0.007529103917755728,0.06909057176092168,-0.003627274191628449,-0.009584609860987164,0.1579223317134749
6,0.1917808219178082,0.13424657534246576,-0.00036673768970458577,-0.025662801517423808,0.0060569012389174726,0.0653932400519362,-1.4589422893118709e-06,-1.4589444414635609e-06,0.01549622968635532,0.15275453460709976,0.03568976523120898,0.09521828713678679,0.19322351119011522
7,0.2684931506849315,0.1917808219178082,-0.0008193191738710762,-0.058842667897096426,-0.004017343836866555,-0.04071096815863727,8.206560075940672e-08,8.206560208892835e-08,0.06553411504839282,0.7624761306454991,0.04622226337114044,0.11259709729019382,0.7740592991599403
8,0.3452054794520548,0.2684931506849315,-0.002680866003371963,-0.20457479006189921,0.009648960052822397,0.10193033611090875,-9.821886803873525e-08,-9.821887769034274e-08,-0.010183267967500815,-0.4988141055988391,0.05715132972623049,0.12513085263100518,0.5627733827866193
9,0.4410958904109589,0.3452054794520548,-0.0023906405466075174,-0.22934640484152333,0.009061884513519608,0.08687350255059671,1.0983647324991352e-10,1.0983647325512528e-10,0.0023306751463878783,0.07617027565297929,0.03996448515153217,0.077769490375366,0.2683221634256765
10,0.5178082191780822,0.4410958904109589,0.0003367891295446915,0.04192533217675108,-0.00660193073332889,-0.05823187458030771,1.4365847067487891e-08,1.4365847069747448e-08,0.08020857665660701,2.8374790276773427,0.012165699021429832,0.021965758931220873,2.8384711398514253
11,0.6904109589041096,0.5178082191780822,-0.0035740051148856313,-0.42700899087484484,-0.009056575845005313,-0.08482226175530935,3.6085369803373624e-08,3.608537032744628e-08,0.14777732355313106,2.8450981704337694,0.035819168320908146,0.0632831805186297,2.878909490539669
12,0.7671232876712328,0.6904109589041096,-0.004795826309856685,-0.9999942162355665,0.00635068788763532,0.06499218561768606,-1.0759863222631338e-08,-1.075986376717194e-08,-0.0474723035562962,-0.2376962517573918,0.07180298510524619,0.11930711826716868,1.0367960808494014
13,0.9397260273972603,0.7671232876712328,9.01366982345605e-08,3.2495639752023626,0.019557684917917262,0.1879366134614873,1.624701807534379e-07,1.6247018722765394e-07,-0.16354441025428926,-1.0742112026822246,0.17941228754797478,0.2663340995710667,3.4380008377216407
14,1.1863013698630136,0.9397260273972603,-1.1756976317668229e-07,-0.9974122954286359,0.001833402366991782,0.014830591454533859,-2.0215643825594043e-07,-2.0215647915600096e-07,0.08485285612609852,7.510190744207885,0.0700741624659369,0.08214558079779895,7.576593175322637
15,1.6876712328767123,1.1863013698630136,0.1578526156559647,517506922.81782556,-0.02023116601543455,-0.16126051678698258,8.411633056759626e-09,8.41163305812553e-09,-0.11798092475205671,-1.6039934292022542,-0.7436190286639388,-0.8055473867793215,517506922.81782556
16,1.7643835616438357,1.6876712328767123,0.009808309389045172,0.062135868508312236,-0.0020995169537019465,-0.01995259703628618,2.328093162695666e-09,2.3280931826567735e-09,-0.0024865935603085587,-0.05597104037663189,-0.03048621331156265,-0.16983621352052594,0.19035773971028058
17,2.1835616438356165,1.7643835616438357,0.04134735520256244,0.24661294882059895,0.0015165562584985998,0.014705895959686069,-1.0496645330704268e-08,-1.049664544513984e-08,-0.03359614674404199,-0.7161368745050323,-0.02581008050991307,-0.17320179529399607,0.7771004406258358
18,2.684931506849315,2.1835616438356165,-0.07499109557318798,-0.35879485432308644,0.0416465075529672,0.3979892735374383,1.9476923185379746e-08,1.9476923193276932e-08,0.15089109202287024,1.8742099772994782,0.7759252640262476,6.297720725478806,6.592501693930294
