Maturity,a,b,rho,m,sigma
0.02191781,6.738732608043315e-09,0.053294516008944554,-0.6465784756569957,-0.022930012919974072,0.17255983207146838
0.04383562,0.012978405987766261,0.06544885966703205,-0.9999990574129896,-0.10929880120713012,0.2561116510998862
0.06301370,0.014333611118386425,0.07293971194094466,-0.999999968394528,-0.12007427277745307,0.2698814062902557
0.08219178,0.013476222133608341,0.07424218763851557,-0.9999999843269651,-0.10774964509362214,0.3590347021553607
0.10136986,0.015015785667518768,0.07877189185046082,-0.9999999974805882,-0.09942443816257984,0.3587592474988779
0.12054795,0.01637021729668259,0.07794586448401057,-0.9999999993662407,-0.07723546499421263,0.37242514701829854
0.19726027,0.016387778074574397,0.08452436059044999,-0.9999999465015909,-0.03551943957687161,0.3918194513923562
0.27397260,0.01324847041260243,0.09915161857988604,-0.9999970424470389,-0.09562130684269704,0.4730438334063771
0.35068493,0.011598875211903085,0.09729100716542051,-0.9999997124869938,-0.0328988442430134,0.5229808234518885
0.44657534,0.008111501431598568,0.1109876239634683,-0.9999999940378751,-0.07796054557638102,0.5828525334209959
0.52328767,0.01320690405699241,0.09745642202733663,-0.9999999830709251,0.04777856190673212,0.6052347113221086
0.69589041,0.04858686228544265,0.08926809931238183,-0.9999951884883209,0.037544432375720985,0.30112605194289943
0.77260274,0.06873174087469959,0.07516291554094784,-0.9999999999999987,0.12108347462392939,0.19874465251528334
0.94520548,0.006105022086079492,0.13115097635266595,-0.7007513921717778,0.10042048214740187,0.7024789809543357
1.19178082,0.000837175836566185,0.1324613439106691,-1.0,-0.06861960020547878,1.0
1.69315068,0.03335295157944984,0.1262076337208723,-0.9999999999999998,0.06664842948485679,1.0
1.76986301,0.09725927592748061,0.12046919503882673,-0.9999992177166288,0.0054164793389155355,0.6498141753022803
2.18904110,0.12463285022462181,0.12335613135462203,-0.9999749588822326,0.02820747949467657,0.6451346017125503
2.69041096,0.08302522699329092,0.15632745818655974,-1.0,0.004464142614495986,1.0
