,mean_residual,std_residual,max_residual,min_residual,rmse
0.02191781,8.022718086161989e-07,0.0004833370699162335,0.0008501284306904376,-0.0006340617562382266,0.000483337735745167
0.04383562,0.01257237251127399,0.0005068339989615264,0.013687961554918932,0.011781865586216104,0.01258258444298075
0.06301370,0.009296925540207347,0.0010146221753528316,0.010973441152909501,0.007321115118015073,0.009352127172941854
0.08219178,0.013481553007727208,0.0006336861922272045,0.014263683578199897,0.01208489713413997,0.013496437666672564
0.10136986,0.015022521955381438,0.0008346930518337385,0.016400725657770808,0.013704276173338862,0.015045693017960217
0.12054795,0.016372971807649427,0.0011156712448990923,0.018047893454772507,0.01422628535553707,0.016410939282709494
0.19726027,0.016391407254445496,0.0011032220247925958,0.01763679189908716,0.014153881862974376,0.01642849142852368
0.27397260,0.013248536840256795,0.0010322052827863731,0.01524729515552748,0.011692987743135284,0.01328868602057606
0.35068493,0.011599962051878196,0.0004020461312063196,0.012373456566145427,0.011122771146046845,0.011606927271962728
0.44657534,0.00811664092559179,0.0008334303929414705,0.009280806175137449,0.006619028000552939,0.008159317749350747
0.52328767,0.013208404592574056,0.0006250842089092295,0.014278718249027156,0.012211700099990702,0.01322318729162372
0.69589041,-5.204170427930421e-18,0.0013529297112997078,0.0029783264070719767,-0.0015181193554018868,0.0013529297112997078
0.77260274,0.008412920450657993,0.0007679999221208983,0.009588314863751016,0.0067532001759543075,0.008447902366237265
0.94520548,0.006102433220676846,0.0005360012847810481,0.007244830016836401,0.005509381188862725,0.006125927569773194
1.19178082,-2.973811673103098e-17,0.0008893373694776059,0.0017451447567616019,-0.001146190399102548,0.0008893373694776058
1.69315068,1.2730441700803397e-13,0.002620397359067003,0.002740528841802148,-0.005797101645500735,0.002620397359067003
1.76986301,0.0,0.0004258914421681666,0.0006172986495986132,-0.000622400377610216,0.0004258914421681666
2.18904110,6.938893903907228e-18,0.005122257446765079,0.006653663600023119,-0.011137793777433014,0.005122257446765079
2.69041096,-6.938893903907228e-18,0.00625561369083118,0.012443178806049504,-0.008376613030783742,0.00625561369083118
