Maturity,rmse,mae,max_abs_error,r_squared,atm_rmse,atm_bias,left_wing_rmse,right_wing_rmse,wing_asymmetry,arbitrage_risk,min_calendar_diff,has_calendar_arbitrage,calendar_arbitrage_severity
0.00821918,0.00036005325258341956,0.00027704360659010067,0.0008620136323185222,0.997872786194701,0.00019736651987666757,-0.00017028323564018745,0.00032073751383909706,,,0,,False,
0.02465753,0.0007010948387974224,0.000633083522328552,0.0010478822391299554,0.9969779916381786,0.0004696687173302356,-0.0003615158756821609,0.0009115943903280806,,,0,0.00461166606649501,False,0.0
0.04657534,0.0008695404017473696,0.0006996398950650465,0.0018090421878550964,0.9955016715337114,0.0005020768760323462,-0.00040284552096869276,0.0014451447880080234,,,0,0.002907681979192946,False,0.0
0.06575342,0.0010497349276267574,0.0010047964206839983,0.0014302005292722922,0.9970216459537025,0.0008376641400983963,-0.0008069847358406294,0.0012312741858199992,,,0,0.005667362785762504,False,0.0
0.08493151,0.000950249147953983,0.0009064393599049575,0.0012759983119196086,0.9976930211402769,0.0008254578712026581,-0.0007626123791908655,0.0009879203573388434,,,0,0.002428739681962312,False,0.0
0.10410959,0.0007914252833899654,0.0006343415644766721,0.0016005374276535957,0.9981001952918234,0.0005149507167182085,-0.0004420983889948044,0.0008126667704780797,,,0,0.0017533328962966305,False,0.0
0.12328767,0.000876616919991149,0.0007575006800514984,0.0014730280678971197,0.9984147194594665,0.0006170921633868837,-0.0005877376498514298,0.001145835336489424,,,0,0.0017896144216185891,False,0.0
0.20000000,0.0005106300774172878,0.0004220145968635101,0.0009428923799044003,0.9992563273725801,0.00033993492178961953,-0.0002969707539992571,0.00072665683366747,,,0,0.006029791082047084,False,0.0
0.27671233,0.0010157428682496426,0.0009085414097382094,0.0019040240408733922,0.9984708375192991,0.0006795342382838816,-0.000678297759088644,0.0015828109672898552,,,0,0.007162031364387138,False,0.0
0.35342466,0.0010164493596208492,0.0009141255223828028,0.0017488662420393486,0.9986572522345639,0.0007702409351124425,-0.0005117451418907454,0.0014224380327645875,,,0,0.00787544499443657,False,0.0
0.44931507,0.0011603612174629482,0.0009615580174323356,0.002059374516603492,0.9966411024937105,0.0011095380876497073,-0.0009585999925980707,0.00041670171248586545,,,0,0.010056923549998237,False,0.0
0.52602740,0.0010791278099823653,0.0009504054547697034,0.001956109207951043,0.99867295983757,0.0008276001868759626,-0.0008185141043132171,0.0010027892780106178,,,0,0.0064172189716446,False,0.0
0.69863014,0.0013096959188064155,0.0009976664316291592,0.0025629395487610784,0.996358930307026,0.0008258318234603204,-0.0007522241522381831,0.00035229459208850275,,,0,0.011699392752092572,False,0.0
0.77534247,0.0015407906073735872,0.0009933703329802518,0.003351384890807413,0.9952322167109244,0.0007529804333828921,-0.0006978739769733858,2.8338927885833414e-05,,,0,0.005255073286966089,False,0.0
0.94794521,0.0009035463894901681,0.0008270430119022228,0.0013729065697916931,0.9991992830842154,0.0011163467454570475,-0.0011163467454570475,0.0009576547099383048,,,0,0.013915661903441581,False,0.0
1.19452055,0.004203956523479746,0.0027877767596328658,0.008174278186055428,0.980271554423043,0.004998053352215042,-0.0019520137815733178,0.00030219335874866383,,,0,0.020717915669742584,False,0.0
1.69589041,0.00807841440848933,0.005981881028733142,0.015167690166885212,0.9332744304927558,0.010822262073808857,-0.0041725302818088755,0.002092361469405403,,,0,0.04047261650670947,False,0.0
1.77260274,0.008386503944915184,0.006216842644307784,0.015795054906120487,0.9320071587869134,0.011219135754750727,-0.0043571015892660825,0.001862461734435097,,,0,0.005878376126279977,False,0.0
2.19178082,0.009615054009437215,0.0074958852649343955,0.018655922903124067,0.931685773707284,0.0033621930816801204,0.0033621930816801204,0.00444176284690938,,,0,0.022103169434650738,False,0.0
2.69315068,0.016174432402577665,0.013229454556446085,0.02878926333009199,0.8722297096616343,0.010927792329549685,0.010927792329549685,0.00609235380167738,,,0,0.023775014825703655,False,0.0
