,mean_residual,std_residual,max_residual,min_residual,rmse
0.00821918,-1.9537692531266158e-06,0.00036004795164200733,0.0008620136323185222,-0.0003979863165559233,0.00036005325258341956
0.02465753,2.8637656992526887e-05,0.0007005097127023737,0.0010478822391299554,-0.000767363001581492,0.0007010948387974224
0.04657534,2.063419609110505e-05,0.000869295542507064,0.0018090421878550964,-0.0009509223307788903,0.0008695404017473696
0.06575342,2.9301863504504933e-05,0.0010493258879274432,0.0014302005292722922,-0.0010687556353217338,0.0010497349276267574
0.08493151,2.3010777286891987e-05,0.0009499704981292437,0.0012759983119196086,-0.001088581982029966,0.000950249147953983
0.10410959,3.932654896062881e-05,0.0007904475958188084,0.0016005374276535957,-0.0006922227380561086,0.0007914252833899654
0.12328767,2.4143337159955986e-05,0.0008762843851658829,0.0014730280678971197,-0.0008015612321624552,0.000876616919991149
0.20000000,1.091972457793744e-05,0.0005105133059757869,0.0009428923799044003,-0.0004952756592842139,0.0005106300774172878
0.27671233,1.6995562664652774e-07,0.001015742854031027,0.0019040240408733922,-0.0011769764518129722,0.0010157428682496426
0.35342466,2.591605667811355e-05,0.0010161189195561171,0.0017488662420393486,-0.0011967110277768325,0.0010164493596208492
0.44931507,-6.089061045605868e-07,0.0011603610576994782,0.002059374516603492,-0.0015173135347073957,0.0011603612174629482
0.52602740,-1.7603903320578024e-07,0.001079127795623667,0.001956109207951043,-0.0009408118163010543,0.0010791278099823653
0.69863014,1.6579999222124386e-05,0.0013095909679605975,0.0025629395487610784,-0.0019293542089482557,0.0013096959188064155
0.77534247,6.506461249976083e-07,0.0015407904699959328,0.003351384890807413,-0.0020596986966494174,0.0015407906073735872
0.94794521,4.8965383946049575e-06,0.0009035331216244751,0.0013729065697916931,-0.0011163467454570475,0.0009035463894901681
1.19452055,-1.265306842728603e-06,0.004203956333063714,0.00788705690449204,-0.008174278186055428,0.004203956523479746
1.69589041,-7.174082571059781e-09,0.008078414408486145,0.015167690166885212,-0.01415808722379211,0.00807841440848933
1.77260274,1.238159670381711e-07,0.008386503944001193,0.015795054906120487,-0.014695605969704345,0.008386503944915184
2.19178082,4.0694839379248493e-08,0.009615054009351096,0.018655922903124067,-0.014853920571861856,0.009615054009437215
2.69315068,1.3811739598055895e-07,0.016174432401987952,0.02878926333009199,-0.02460177320423884,0.016174432402577665
