,mean_residual,std_residual,max_residual,min_residual,rmse
0.01917808,1.2830974645656753e-05,0.00038578910770251736,0.0007339304142105554,-0.00046472882466270377,0.0003860024216663181
0.04109589,3.4329544402065355e-05,0.0007769480894917986,0.0012708072291279827,-0.000830687907541032,0.0007777061471943046
0.06027397,4.110112892127179e-05,0.0009930787116121421,0.0013196002034378054,-0.0010375832208436714,0.0009939288859148001
0.07945205,3.0189959707407784e-05,0.0008921110501926971,0.0010775483688703694,-0.0009761724418221908,0.0008926217337389069
0.09863014,3.4396046709898875e-05,0.0009650476496935711,0.0012946019482763943,-0.0009268254292682104,0.0009656604238594201
0.11780822,2.6362939485864365e-05,0.000919874751057304,0.001185857434806245,-0.0009917868659767813,0.0009202524448275442
0.13698630,1.7459352175164455e-05,0.000845006555357379,0.0015571179827022982,-0.0008978670591579391,0.0008451869068882453
0.19452055,2.6816890343253515e-05,0.0006336917867308484,0.00094448040607642,-0.000555956450091967,0.0006342589582952827
0.27123288,1.5682972736891033e-05,0.0009554229291359643,0.001417734796575268,-0.0010088062643462126,0.0009555516360472686
0.34794521,9.870227020683123e-06,0.0009327616135775453,0.0014796555131642575,-0.0009963332399144376,0.0009328138341304902
0.44383562,1.066890841020541e-05,0.00046585260344577084,0.0005798546465261151,-0.0005893022901935357,0.0004659747565521849
0.52054795,5.041950476163324e-07,0.001023819074550171,0.0014894798748205096,-0.0011957165069332032,0.0010238191986993673
0.69315068,3.921705724930859e-06,0.0010217857928326057,0.0019979321975666514,-0.0012169602831220983,0.001021793318734444
0.76986301,-6.574816583234825e-08,0.00116367392598953,0.0017847311020506157,-0.0020888095750812713,0.0011636739278469321
0.94246575,1.0528009125004051e-07,0.0012986871835730489,0.0023979093597709666,-0.002304225152451711,0.0012986871878403958
1.18904110,1.0055566275578892e-06,0.0017090955482560377,0.002500204269009945,-0.003656232907579521,0.0017090958440686519
1.69041096,2.7090963005312516e-06,0.0009688809397839269,0.001093345516662625,-0.0019142893093451463,0.0009688847272402176
1.76712329,-4.127471704233147e-08,0.0006020071549381775,0.0008593465802896327,-0.0010039808701814978,0.0006020071563531129
2.18630137,7.347448779578455e-07,0.0016086457516869225,0.0018650805414979765,-0.0033331822417618784,0.001608645919483346
2.68767123,-7.506935760316833e-08,0.002824862212217966,0.004116652242690033,-0.005485979404722063,0.002824862213215432
