Maturity,a,b,rho,m,sigma
0.01095890,1.639310984549691e-11,0.061773673111977796,-0.9999999996715568,-0.13777485725955663,0.265757066914191
0.02739726,0.006123296544808571,0.08074129170587231,-0.999999988593906,-0.1925586184984267,0.22743800949411
0.04931507,0.006487896216577417,0.09853728260249973,-0.9999999866301643,-0.24438348261580045,0.2837073848552535
0.06849315,2.532038430210328e-10,0.2179077806131606,-0.9999999991564327,-0.4696735970362909,0.34141635400294834
0.08767123,0.08811772534008983,0.09303953299473686,-0.5,0.023545384853195003,0.12770640594149768
0.10684932,0.10416228484017039,0.07685224618025586,-0.5,0.10068259085752904,0.1175009073114339
0.12602740,0.11089255355109916,0.15364553302385156,-0.9999999986270105,-0.37951751739009193,0.456466618265125
0.20273973,0.10751191114899974,0.18035852414888484,-0.9999999994255918,-0.4197753239000885,0.5000178258995784
0.27945205,0.10340788928073406,0.23836639523025274,-0.9999999965280653,-0.5326274250776638,0.5191818966839705
0.35616438,0.1742048006668196,0.138267458593176,-0.9999999999854896,-0.2917094900829979,0.39456292860710596
0.45205479,0.1461038366311929,0.3344451872400961,-0.9999999930722552,-0.6889411385031128,0.5788692433102428
0.52876712,0.17278426634344374,1.999998735314645,-0.9999999999999986,-0.8809533465229695,0.2191047655591331
0.70136986,0.7426059481815238,0.14530224361800706,-0.9999999976317278,-0.2951540926517253,0.38919728429880074
0.77808219,0.7476042066967549,0.15055253763809878,-0.999999999505262,-0.30617964424373695,0.3666170331565582
0.95068493,0.7214854688357036,0.3828635089841763,-0.9999999606611771,-0.7271333780197682,0.5262323400407216
1.19726027,0.7016364644397355,2.0023253355299526,-0.997676765685835,-1.0665669272592853,0.30262920784331937
1.69863014,1.1155247780172999,0.08903335082758113,-0.5,-0.05528349512995121,0.11750090731143387
1.77534247,1.0540143464325022,2.0185092635611017,-0.981660460487047,-0.8378134346966557,0.23562901317709406
2.19452055,1.9859281679024294,0.1077560341898155,-0.883017670349366,-0.21501148422174443,1.0000000000000002e-06
2.69589041,2.000284555089549,0.10137871950830292,-0.9759405756497225,-0.2656278063124995,0.015670516771255756
