,mean_residual,std_residual,max_residual,min_residual,rmse
0.01095890,1.9831738858661035e-05,0.002745523296250039,0.004491146119627527,-0.0062581934549481855,0.0027455949206169937
0.02739726,-3.2526065174565133e-18,0.0007815600390703246,0.0010384076067692094,-0.0016389295974752992,0.0007815600390703246
0.04931507,-3.469446951953614e-18,0.0028924269522193798,0.0036553722637635566,-0.00746766509629275,0.0028924269522193798
0.06849315,8.306690963108246e-06,0.004010503587458588,0.006466158563545415,-0.008052454265817768,0.004010512189999298
0.08767123,0.07780949458280333,0.006309119020289448,0.08452828280071738,0.06595397546877144,0.07806486040494454
0.10684932,0.09117381235945261,0.0053933014020562005,0.09738773660569972,0.08240854626634544,0.09133319090106343
0.12602740,0.1108982912125035,0.004581776097663616,0.1180216191765003,0.10162517220791195,0.11099289916955207
0.20273973,0.10751773353335244,0.0050310399584659795,0.11562616797827355,0.09744541502510112,0.10763537702452972
0.27945205,0.10341256679025536,0.00565949948625399,0.11257261491718296,0.09212560521978684,0.10356731581239291
0.35616438,0.13943357699733036,0.005292831189217796,0.14675596761842144,0.12792366153934265,0.13953399749261114
0.45205479,0.1461087192548998,0.006978527331732706,0.15775040339570043,0.13230296020039667,0.14627528050230112
0.52876712,0.14209495883393422,0.005652862634447367,0.1490468770368888,0.1333563433457805,0.1422073562864502
0.70136986,0.6738530998870998,0.007016886003411429,0.6834057641619822,0.6585441568127134,0.6738896325932302
0.77808219,0.6692531368782518,0.007552695639249692,0.6795809265011719,0.6527787019383342,0.669295752588345
0.95068493,0.6689774745619692,0.009651685138689471,0.6849503644613191,0.65057747344101,0.6690470958739202
1.19726027,0.64899330779095,0.011623429651666848,0.6689183733327942,0.6269855002268355,0.6490973868952995
1.69863014,0.9337175767990287,0.003447553962281253,0.9397900326813163,0.9304139263369492,0.9337239414579518
1.77534247,0.9555141342252421,0.014908896133917219,0.9812708818365165,0.9278228160119555,0.9556304389711254
2.19452055,1.7512033670218699,0.011273963329154757,1.7684020306760297,1.7273245455774384,1.751239656619813
2.69589041,1.7199268724506835,0.015896108675883414,1.7424865417155453,1.685705251104123,1.7200003293165456
