,mean_residual,std_residual,max_residual,min_residual,rmse
0.01917808,3.7393554443459273e-06,0.00014825493599452072,0.00024420293978680285,-0.00023953817805546368,0.00014830208638410517
0.04109589,5.795865105623918e-06,0.0002147065589940817,0.0003427599046565144,-0.0003988135253974387,0.00021478477256873138
0.06027397,1.2125628365847763e-05,0.00033086408931742184,0.0004966962439608182,-0.00042586801706528954,0.00033108620699617424
0.07945205,1.506000141117692e-05,0.00030079435550866716,0.0005075042490223121,-0.00041866650279242384,0.0003011711273485211
0.09863014,1.529701112505261e-05,0.000442635421542426,0.0006774623978103231,-0.0004652002858620344,0.00044289966691498105
0.11780822,3.197298475335862e-05,0.00045790764872287166,0.0007605082819518022,-0.0005226816245116339,0.00045902253377470186
0.13698630,1.0736383025825619e-05,0.00048084863208318275,0.0006249290136140159,-0.0007013310817317112,0.0004809684780697642
0.19452055,1.9955610862639726e-05,0.0003689619473719033,0.0005194505154484524,-0.0004439542389876941,0.00036950121111218063
0.27123288,6.022959778782612e-06,0.0005297994368828798,0.0007992834136244589,-0.0006208563774267456,0.0005298336714157693
0.34794521,8.606943932547493e-06,0.0005769239562776725,0.0008977675885723929,-0.0005984368060159909,0.0005769881548272371
0.44383562,1.9598064575100196e-06,0.0003826064859526389,0.0005447435998611472,-0.0004662065356033779,0.00038261150523001493
0.52054795,1.3757100988416196e-05,0.000683419526205885,0.0010631912062390933,-0.0008843711043353825,0.00068355797605403
0.69315068,2.692918933975711e-05,0.00041443164966258435,0.0005742915604788762,-0.0006904592519561825,0.000415305638633221
0.76986301,9.826502445615353e-06,0.0008509302127602949,0.00100613930464033,-0.0016888131047562566,0.0008509869488650191
0.94246575,8.863913297594125e-06,0.0008453567129114766,0.0009308644189321008,-0.0017660767167215485,0.0008454031825250269
1.18904110,1.0855102107744969e-05,0.0013605845945157036,0.0015560940279083224,-0.0030279599997279083,0.0013606278962579117
1.69041096,4.286029918152782e-07,0.0006478848873873055,0.0006529042652137218,-0.001329290428069868,0.0006478850291567062
1.76712329,3.956585700543025e-06,0.00048050969420200193,0.0005669780776657862,-0.0007706320534742461,0.00048052598347280573
2.18630137,2.647067119346258e-06,0.0013444926155646783,0.0016272009186628078,-0.0027508640322167766,0.0013444952213646148
2.68767123,-3.526890416454582e-06,0.002893893266423265,0.004263716205477164,-0.005147937125430546,0.0028938954155957202
