Maturity,rmse,mae,max_abs_error,r_squared,atm_rmse,atm_bias,left_wing_rmse,right_wing_rmse,wing_asymmetry,arbitrage_risk,min_calendar_diff,has_calendar_arbitrage,calendar_arbitrage_severity
0.01917808,0.00014830208638410517,0.00013371519000911908,0.00024420293978680285,0.9997167660661178,0.00015247328631455602,-3.139788935935146e-05,0.0001820771718769771,,,0,,False,
0.04109589,0.00021478477256873138,0.00017278294594407872,0.0003988135253974387,0.9998094541563787,0.00022604912071284318,-0.00010646724558031418,0.00015279656578073386,,,0,0.0037164729121459362,False,0.0
0.06027397,0.00033108620699617424,0.0002911176251005557,0.0004966962439608182,0.9996899477398278,0.0003154327582844302,-0.00027932693368044534,0.0003173991299586413,,,0,0.005235312162556875,False,0.0
0.07945205,0.0003011711273485211,0.00025191781166726833,0.0005075042490223121,0.9997630818836684,0.00031648463051852754,-0.0002884587879638384,0.00020637948879400383,,,0,0.0023255412026070166,False,0.0
0.09863014,0.00044289966691498105,0.00039672846761795434,0.0006774623978103231,0.9995479240969241,0.00040921265348452176,-0.00040471833312133963,0.0004339087417591618,,,0,0.0019807230554501516,False,0.0
0.11780822,0.00045902253377470186,0.00039285591902879675,0.0007605082819518022,0.9995554197265694,0.0004306018182340999,-0.00041757762860435317,0.00039652305957767165,,,0,0.0019156381826878552,False,0.0
0.13698630,0.0004809684780697642,0.0004521803035924532,0.0007013310817317112,0.9994361166045392,0.00038391077933628767,-3.7603214921148646e-05,0.0004704405142570171,,,0,0.0015956334359236851,False,0.0
0.19452055,0.00036950121111218063,0.00032266117112959326,0.0005194505154484524,0.9996257583486101,0.00020836099777457958,-0.0001903569255350089,0.00037201646824884006,,,0,0.005375990267041556,False,0.0
0.27123288,0.0005298336714157693,0.00047270462092080724,0.0007992834136244589,0.9996321512286441,0.00029675942204373124,-0.00029375360606957376,0.0005048488584818581,,,0,0.008377982805342844,False,0.0
0.34794521,0.0005769881548272371,0.0004993521825188378,0.0008977675885723929,0.9996008879551445,0.00044001968152296387,-0.00038452378012532665,0.0005918450106577776,,,0,0.009552640914681193,False,0.0
0.44383562,0.00038261150523001493,0.0003493345995569409,0.0005447435998611472,0.999717049818626,0.0004941043788471485,5.354956339931327e-05,0.00027539480244038404,,,0,0.00818781497473061,False,0.0
0.52054795,0.00068355797605403,0.0006034099460327246,0.0010631912062390933,0.9995297977255795,0.0006877794269701809,-0.0006446508764478484,0.0006109844672108237,,,0,0.006955846765503516,False,0.0
0.69315068,0.000415305638633221,0.00035588491738928633,0.0006904592519561825,0.9997503907344211,0.0005016662604203437,-0.000298239350925919,0.0002470032653675717,,,0,0.013893112559360432,False,0.0
0.76986301,0.0008509869488650191,0.000718869046882374,0.0016888131047562566,0.9992876889904753,0.0003152561487942268,-0.0003152561487942268,0.000555941412373149,,,0,0.005854331800154031,False,0.0
0.94246575,0.0008454031825250269,0.0006576468741317668,0.0017660767167215485,0.9993174140254509,7.591441725030013e-05,-7.591441725030013e-05,0.0005711497933830192,,,0,0.014892331875657916,False,0.0
1.18904110,0.0013606278962579117,0.0009781379055219985,0.0030279599997279083,0.998359947040519,0.00020437086891916811,0.00020437086891916811,0.0004020648099894244,,,0,0.022854051023034685,False,0.0
1.69041096,0.0006478850291567062,0.00047719827941939313,0.001329290428069868,0.9996437597349005,0.0002890312387923699,0.0002890312387923699,0.0003814826449144095,,,0,0.047292408781020534,False,0.0
1.76712329,0.00048052598347280573,0.00043276039345741907,0.0007706320534742461,0.9998039097505008,8.336284845675279e-05,-8.336284845675279e-05,0.0005929626793714836,,,0,0.005278601049311826,False,0.0
2.18630137,0.0013444952213646148,0.0009730963107118193,0.0027508640322167766,0.9976913039124363,0.0005130486183967942,0.0005130486183967942,0.00021988782922094494,,,0,0.03385214001057804,False,0.0
2.68767123,0.0028938954155957202,0.002500399597300997,0.005147937125430546,0.993214629539005,0.0019256360865793076,-0.0019256360865793076,0.0013618708028465913,,,0,0.03168941786691709,False,0.0
