,original,mean,std,cv,norm_range
a,2.9672626938107016e-06,2.330164216285749e-06,1.7990363993396236e-06,0.7720642119409352,2.2754700288476832
b,0.046939472090278045,0.04666328271833927,0.0010569090862155939,0.022649694248797782,0.08571805070808249
rho,-0.9988903498679187,-0.99884906203821,0.0001587338278632187,0.00015891673116187648,0.0005462292787770965
m,-0.0608564208516964,-0.05808976447984504,0.00882393049899951,0.15190164012562113,0.5552764534604426
sigma,0.24796366001238163,0.2470370426309571,0.003201767136368157,0.012960676270526775,0.04352575126798658
