Maturity,a,b,rho,m,sigma
0.01095890,0.002747386405145031,0.05148256266089607,-0.493916522102478,0.0400826572142466,0.10589871740145465
0.02739726,1e-05,0.08843450317954674,-0.7650877864845219,-0.14471957132773391,0.234323704515507
0.04931507,1.0000000000000802e-05,0.10243697613078244,-0.8235594459158173,-0.19234100499368315,0.2888719854852625
0.06849315,0.0017223236681856336,0.10077505941400348,-0.8414580887167142,-0.17325954140611852,0.3219709843426713
0.08767123,0.0033456743553452657,0.09776982549182449,-0.8542054153207428,-0.16319243523838992,0.34678028735797256
0.10684932,0.0006504884432525319,0.18554918589334965,-0.9503188894730041,-0.4046934205181848,0.376600130753055
0.12602740,1.0000000000029063e-05,0.17691834877003165,-0.9378945434936663,-0.3678284972076836,0.38581621171782926
0.20273973,0.0054308900074595,0.16555393231598362,-0.9818747685547474,-0.35659838818691286,0.44711595701155
0.27945205,0.00795906928771271,0.15711892362110133,-0.999,-0.35272520194774754,0.5117674574789951
0.35616438,0.022359463147145046,0.17028141994482954,-0.9699578924744396,-0.37434187730066043,0.4658008441932984
0.45205479,0.01407931218972182,0.17177857033529642,-0.9681845198939502,-0.35217979722585646,0.5690244984537366
0.52876712,0.043036305705509224,0.30705806977950206,-0.999,-0.5908631049844633,0.41994638888662494
0.70136986,0.047189599722416896,0.29409262361736926,-0.9974458151744742,-0.5942289319087557,0.47635658074277376
0.77808219,0.05378872832557302,0.2946970786255595,-0.99592148435695,-0.5941319363858123,0.47721902917052555
0.95068493,0.059008024307871665,0.2839567691502935,-0.999,-0.610283359410891,0.542631036686641
1.19726027,0.08050931773199295,0.2836023559907248,-0.9869982032051025,-0.6132086354246087,0.5470681133608568
1.69863014,0.061606693859434736,0.4438552298616626,-0.7627589228732973,-0.517771571056886,0.4554157909118111
1.77534247,1e-05,0.5814677159752548,-0.7897569889711499,-0.652407028556806,0.5486591664147143
2.19452055,0.02797568292657521,0.5724583827994201,-0.766332074625745,-0.6780852879369454,0.5645807390839358
2.69589041,0.058778981306264286,0.5711381985442388,-0.7412283964369827,-0.6989478765660712,0.5765889014390788
