,mean_residual,std_residual,max_residual,min_residual,rmse
0.01095890,-1.1375435285180204e-06,0.0028355980454518406,0.003922037085914545,-0.00602758966730459,0.0028355982736233245
0.02739726,2.7314516022713562e-05,0.0008828487472051565,0.0010663456435022166,-0.0019532581700248373,0.0008832711889489372
0.04931507,2.4885701100332063e-05,0.002924479249982862,0.00338835987099741,-0.007682472270458207,0.0029245851298431336
0.06849315,1.3184631365288338e-05,0.004096053163732402,0.006289866487273338,-0.008462376137197278,0.004096074383434274
0.08767123,1.1721028048801627e-05,0.004430140517567702,0.006935493730564624,-0.009066656558322315,0.004430156022974084
0.10684932,1.9981912182988223e-05,0.0034859028770639045,0.0036810001388240185,-0.007271365128772689,0.003485960146808465
0.12602740,0.00019868705350884166,0.004685308981555773,0.0077737605507719465,-0.009257088100187952,0.0046895198899118895
0.20273973,5.094419678264394e-05,0.005055728985169602,0.008317986475552826,-0.010135816887001582,0.005055985648977841
0.27945205,1.3075636436803349e-06,0.005669232557327343,0.009079190255870305,-0.011350530332341513,0.005669232708116947
0.35616438,8.915330281711914e-06,0.005297946163953648,0.007469402633234701,-0.011412528087059531,0.005297953665262203
0.45205479,1.8238093618217132e-05,0.00700375405510504,0.011594820420010442,-0.01395769240046596,0.007003777801476795
0.52876712,2.206497299095389e-06,0.005704550740516135,0.007076334079604174,-0.008842800427537476,0.005704551167248262
0.70136986,4.686629865290655e-06,0.007037216345676051,0.00994532024526433,-0.015009388454645792,0.007037217906271603
0.77808219,7.393332525699816e-07,0.007571298713449291,0.010824643255143165,-0.016165752707320652,0.007571298749547038
0.95068493,5.584397797619196e-06,0.009651914699301701,0.0159774224673747,-0.018450086435052443,0.009651916314809977
1.19726027,2.4538641880836716e-06,0.011627776078083882,0.01989554049644776,-0.022163894670020945,0.011627776337009121
1.69863014,-4.397447295229062e-06,0.00163977314975322,0.0021885442358142437,-0.002831793344156619,0.0016397790461505203
1.77534247,9.994932054606585e-05,0.014952137184208784,0.02603501106486078,-0.02837375233372627,0.014952471241974572
2.19452055,6.167383691385586e-06,0.01170019085906122,0.01922602605089843,-0.023190399814396134,0.011700192484531241
2.69589041,-5.557790162218674e-08,0.016208756279167194,0.022658415380376495,-0.0347951350238333,0.01620875627926248
