Maturity,rmse,mae,max_abs_error,r_squared,atm_rmse,atm_bias,left_wing_rmse,right_wing_rmse,wing_asymmetry,arbitrage_risk,min_calendar_diff,has_calendar_arbitrage,calendar_arbitrage_severity
0.01917808,0.00014740948090413803,0.00013478899984417945,0.00023939352318550107,0.9997201652810381,0.00015399043285840535,-2.6873270383006435e-05,0.00017014546139500016,,,0,,False,
0.04109589,0.0002133229602292174,0.0001711886515602752,0.0003963098483543391,0.9998120390174106,0.00022485687572444517,-0.00010384818731598621,0.00014784593924891553,,,0,0.0037051146516316157,False,0.0
0.06027397,0.00032871998693122847,0.00028912465044802674,0.0005047538778473627,0.9996943636908251,0.0003155636645877129,-0.0002786696121912773,0.00029941262303052977,,,0,0.0052442831656337955,False,0.0
0.07945205,0.00029813678402647,0.0002516760094411266,0.00047639990685487826,0.9997678318040526,0.0003305825793104333,-0.0003045688186330414,0.00020808542657999677,,,0,0.0022863788857452015,False,0.0
0.09863014,0.0004300301678142853,0.00038695054109725717,0.0006609773380312177,0.9995738146681242,0.00040514518740579936,-0.00040059380895472035,0.0004087386014422138,,,0,0.0019950286237651535,False,0.0
0.11780822,0.0004371148049803568,0.0003806135354575829,0.0006612735360418086,0.9995968439242795,0.0004441748427240858,-0.00043305698977618746,0.00039647380841280127,,,0,0.0018315454110208323,False,0.0
0.13698630,0.00046874940307424756,0.00043943109521586005,0.0006957278662375888,0.999464403743427,0.0003881548411155029,-3.374385281412993e-05,0.0004505922251640316,,,0,0.0016445633611336455,False,0.0
0.19452055,0.0003561959214910075,0.00031899087833808505,0.0005908733032458993,0.9996522250689198,0.00019653023029649307,-0.00018308386368061716,0.0004365627759002289,,,0,0.00529014504106699,False,0.0
0.27123288,0.0005272046765813344,0.0004602395255363904,0.00083542471477073,0.9996357926478336,0.00029920126375160494,-0.0002968684882686812,0.0004694158352018683,,,0,0.00855436943170296,False,0.0
0.34794521,0.0005741328446049595,0.0004884398697049135,0.0008712939778121598,0.9996048283098341,0.00045394812080868697,-0.00039757598540428665,0.000554571491273972,,,0,0.00954984989887623,False,0.0
0.44383562,0.0003821483012234857,0.00034794450126603843,0.0005398680641829079,0.9997177345043741,0.0004927318206451842,4.964344705203627e-05,0.0002676593009063253,,,0,0.00815709430872627,False,0.0
0.52054795,0.000682006586612854,0.0005991645637136811,0.0010589187697558552,0.9995319296268305,0.0007085650349176499,-0.0006661171232418481,0.0005890192280421842,,,0,0.00694910882984516,False,0.0
0.69315068,0.0004759972130735106,0.000388693892556772,0.0008105224841826325,0.9996721056999265,0.0005323246792584205,-0.00029204970413525727,0.00016979451509397823,,,0,0.013993327244560733,False,0.0
0.76986301,0.0008494512563740167,0.0007010655423283496,0.001713432975766746,0.9992902575460838,0.00032965912840945966,-0.00032965912840945966,0.0005102017600687123,,,0,0.0060049136422514054,False,0.0
0.94246575,0.0008432852929819463,0.0006366868245743903,0.0017976593508045036,0.9993208297469178,9.546843317469189e-05,-9.546843317469189e-05,0.0005108920557822451,,,0,0.014904726167692547,False,0.0
1.18904110,0.001355979410977221,0.0009384165557539185,0.0030728429392294365,0.9983711341388449,0.00016204540680922475,0.00016204540680922475,0.00034198628242646694,,,0,0.02275922001014684,False,0.0
1.69041096,0.0006265766147912622,0.00047118893479635343,0.0012673377099121363,0.9996668072983333,0.00026697087528909647,0.00026697087528909647,0.0003571504472189286,,,0,0.047400413543491976,False,0.0
1.76712329,0.018296667570973348,0.018291698509868035,0.01895109098155559,0.7157069507273519,0.01837759999586583,0.01837759999586583,0.018399574862209698,,,0,0.022919513177895312,False,0.0
2.18630137,0.0013210512681254602,0.000922004099888162,0.0026951041524019836,0.9977711153896015,0.0005053328471689711,0.0005053328471689711,6.36713250530217e-05,,,0,0.01484342353249507,False,0.0
2.68767123,0.002524217530505598,0.001720798903101958,0.0055052516791088135,0.9948374834454076,1.0730305533002138e-13,-1.0730305533002138e-13,0.0004003333840362116,,,0,0.028930584072821425,False,0.0
