Maturity,a,b,rho,m,sigma
0.01917808,7.13696906750621e-11,0.04707923976008362,-0.9999999976408636,-0.06264907202539449,0.24901071849702697
0.04109589,2.7886448598511945e-09,0.07158389273347633,-0.9999999664141326,-0.10110228665676316,0.2760759297731038
0.06027397,1.2365817867196743e-08,0.08229256895385757,-0.9999999001099537,-0.10731238173413002,0.3341920616755959
0.07945205,8.43871401072866e-11,0.08373644968973448,-0.9999999996734816,-0.0914968226966352,0.35298422722039957
0.09863014,6.4505735514484345e-09,0.08657907497939193,-0.9999999653160662,-0.07401477726164846,0.36047044422176977
0.11780822,1.1051742178446392e-08,0.08740028282170792,-0.9999999428295127,-0.05169868394997913,0.36667594364535383
0.13698630,1.7815891441585493e-09,0.09952839883300117,-0.9999999912987041,-0.08370327180079098,0.372665813794781
0.19452055,5.070368514760653e-09,0.0881104214728929,-0.9999999744936626,0.026446917761737063,0.38859940437722357
0.27123288,2.6494048609406418e-09,0.1072804193341994,-0.9999999970266222,-0.048197812566689736,0.469536073633398
0.34794521,4.36120533662942e-09,0.1133006576671648,-0.9999999952683231,-0.040794538941668665,0.5327140423711219
0.44383562,2.2120503949991457e-08,0.10388816351559678,-0.9999999532845891,0.0729694704006575,0.552332736252879
0.52054795,3.754612799310917e-09,0.12298561808071055,-0.999999996439739,-0.020302552771716782,0.6093358610443145
0.69315068,5.803180359406515e-10,0.10686902003322536,-0.999999999996188,0.15513666808951476,0.6556435288659187
0.76986301,1.0865317989504415e-10,0.12160842085632627,-0.9999999999365073,0.037720870515699674,0.741993523374172
0.94246575,1.350102088408847e-09,0.12051392812205115,-0.9999999990070995,0.09150724688134032,0.8206772650961496
1.18904110,2.00235138797141e-08,0.13652311099989445,-0.9999999833593597,0.008230774578237626,0.9711483126958893
1.69041096,0.03907500684811473,0.19787072992986912,-0.9999990313559736,-0.33664008187077543,1.0
1.76712329,0.13803321019963988,0.12690221537129706,-0.9999967109171867,0.013065716827903598,0.515447016021621
2.18630137,0.07804310173448495,0.2024759877919893,-0.999999781951054,-0.3565214408047723,1.0
2.68767123,0.2508059187040313,0.17741606410333888,-0.2059072472560056,-0.008260270223927762,1.0000000000000002e-06
