,original,mean,std,cv,norm_range
a,0.006462936222091936,0.0019318985979657269,0.002812291953566856,1.4557140610424253,0.9886784444441808
b,0.06951631778948429,0.06461787831655189,0.008155064091521252,0.12620445461813207,0.355956876361226
rho,0.020183624837892225,-0.6654809374643185,0.5058150116550325,0.7600743810669305,57.03872718566861
m,0.041255265496396694,-0.07320238121032534,0.07861071962995071,1.0738820012437316,4.915737046873395
sigma,0.00020600581271507118,0.18277492056279024,0.11941095985606773,0.6533224552273595,1303.4561297615394
