,mean_residual,std_residual,max_residual,min_residual,rmse
0.01095890,8.422954492962794e-06,0.0026732079059972737,0.00404026534913645,-0.005604731966097802,0.0026732211758193
0.02739726,0.00011920971926771386,0.0016621525625922571,0.0024200022870679,-0.0027308830419464063,0.0016664219449166813
0.04931507,0.00013569561779753044,0.0032696109913094747,0.0028108458067406493,-0.008316952509696447,0.003272425604224057
0.06849315,0.00020414869438615892,0.004348891097663212,0.005931810992467996,-0.008972042877042112,0.004353680106387458
0.08767123,4.7208927209386126e-05,0.004592172352556543,0.006455174190715306,-0.009478136227448867,0.004592415007204049
0.10684932,3.48768064880259e-05,0.0038477897337264476,0.00402661246322903,-0.007708258721261817,0.003847947794162682
0.12602740,4.756320113688391e-05,0.004753057572189042,0.006790126305546651,-0.009918867733580361,0.0047532955454764195
0.20273973,3.907714438956822e-06,0.005204447780740131,0.007309814199719988,-0.010298357351909225,0.005204449247776657
0.27945205,6.913079179637309e-06,0.005809943606427059,0.008336124564534503,-0.011733741435757929,0.005809947719259305
0.35616438,4.3284938140960337e-05,0.005619528171352893,0.006380235262373607,-0.012612863729436138,0.005619694872010282
0.45205479,-5.360716085804629e-06,0.007179608530389975,0.01078063839769388,-0.014316669548478822,0.007179610531701942
0.52876712,0.00033029922756397145,0.0065261506841732715,0.009108820497798445,-0.009110175072238783,0.006534503832140938
0.70136986,3.1450176792676065e-05,0.0072168942649461585,0.008735552953271025,-0.016145883266674058,0.0072169627922716246
0.77808219,-2.81391199802821e-05,0.007745401489361697,0.009603216388522656,-0.01719804793207226,0.007745452604043205
0.95068493,-2.519766105532617e-05,0.009697493939095253,0.015474694680972692,-0.019166974833090114,0.009697526675442136
1.19726027,-3.295425760418572e-05,0.01167813736009302,0.01951147420854607,-0.02261125331321201,0.011678183856417683
1.69863014,-5.217607712215688e-07,0.0016033465416588275,0.0023362068072866615,-0.002673100965041114,0.0016033466265544779
1.77534247,-3.823622912211119e-05,0.014970773369331263,0.02596310781559749,-0.028500787003014838,0.014970822198032266
2.19452055,1.1630079506695448e-05,0.011722487868903656,0.019193902566911697,-0.02316301829165132,0.011722493638102037
2.69589041,9.012564488256444e-06,0.016211835604739926,0.022749483456566688,-0.03472046828896064,0.016211838109894627
